Lehtse postipunkt,59.253449,25.826594
Kuimetsa postipunkt,59.041622,25.123558
Virtsu postipunkt,58.578724,23.53197
Tallinna Magdaleena pakiautomaat,59.414992,24.739149
Nõmme postkontor,59.387709,24.684545
Veriora postiautomaat (ainult ettemakstud pakkide väljastamine),58.004384,27.347572
Tallinna Nurmenuku pakiautomaat,59.414396,24.654758
Tallinna Sikupilli pakiautomaat,59.425876,24.785391
Narva Kreenholmi Maxima XX pakiautomaat,59.364202,28.187441
Jõgeva postkontor,58.747303,26.396166
Õru postipunkt (Epre kauplus),57.922601,26.17938
Väimela postipunkt (Coop),57.891797,27.01064
Vastse-Kuuste postkontor,58.171663,26.941752
Vastemõisa postipunkt (Coop),58.442228,25.4409
Varbola postipunkt (Rita pood),59.045235,24.450007
Valjala postipunkt,58.40905,22.79017
Treimani postipunkt (Kalbuse kauplus),57.921157,24.387963
Tammiste postipunkt,58.381743,24.597146
Tamme postipunkt (Kauplus Meie),58.92905,24.651373
Tali postipunkt  (Coop),58.061328,24.784131
Soodla postipunkt (kauplus),59.387178,25.36458
Sandla postipunkt (Maapood),58.305516,22.819882
Ruusmäe postipunkt (Coop),57.635218,27.088644
Ruila postipunkt (Ruila kauplus),59.192804,24.437248
Roiu postipunkt (raamatukogu),58.299384,26.866512
Riidaja postipunkt (Coop),58.096497,25.895333
Ramsi postipunkt (kpl Coop),58.307564,25.540757
Osula postipunkt (Coop),57.885244,26.822875
Veriora postipunkt,58.005125,27.347183
Nõva postipunkt (raamatukogu),59.221736,23.67842
Mõniste postipunkt (Coop),57.613922,26.60824
Mooste postipunkt (Mõisa külalistemaja),58.161737,27.19505
Misso postipunkt (Coop),57.60061,27.226391
Mehikoorma postipunkt (Coop),58.235507,27.469604
Martna postipunkt (raamatukogu),58.856442,23.802975
Luunja postipunkt,58.358796,26.885681
Linnamäe postipunkt,58.99582,23.718437
Lilli postipunkt (Lilli Külamaja),57.993114,25.536624
Libatse postipunkt (raamatukogu),58.658579,24.482989
Laulasmaa Selver ABC pakiautomaat,59.378697,24.238719
Laiuse postipunkt,58.783189,26.49871
Laeva postkontor,58.49112,26.378727
Kõpu postipunkt (Coop),58.326961,25.30313
Kõo postipunkt,58.631901,25.724093
Kullamaa postipunkt (Vaibatuba),58.880466,24.079395
Kuldre postipunkt (Coop),57.893036,26.499606
Kivi-Vigala postkontor,58.713802,24.365815
Kergu postipunkt (Coop),58.667508,24.754664
Jõõpre postipunkt (Kauplus Meie),58.473453,24.325127
Jõesuu postipunkt (Külakohvik),58.494928,24.902119
Torgu postipunkt (raamatukogus),57.977436,22.078555
Hummuli postipunkt (Coop),57.906246,26.054607
Vormsi postkontor,58.993702,23.245776
Hargla postipunkt,57.613742,26.39882
Emmaste postipunkt (Coop),58.704999,22.596592
Ala postipunkt (Coop),58.009938,25.701894
Adavere postipunkt (Coop),58.706409,25.899187
Mustamäe postkontor,59.400239,24.694601
Kolga-Jaani postiautomaat (ainult ettemakstud pakkide väljastamine),58.534119,25.943015
Sõle postipunkt,59.449228,24.697502
Lõpe postiautomaat (ainult ettemakstud pakkide väljastamine),58.571145,23.987402
Kambja Coop Konsumi pakiautomaat,58.235105,26.694959
Abja Coop Konsumi pakiautomaat,58.125738,25.356108
Vaida Coop kaupluse pakiautomaat,59.285559,24.976579
Koonga postiautomaat (ainult ettemakstud pakkide väljastamine),58.580114,24.149549
Rakke postiautomaat (ainult ettemakstud pakkide väljastamine),58.987667,26.241747
Kilingi-Nõmme postipunkt,58.147944,24.94927
Varbla postiautomaat (ainult ettemakstud pakkide väljastamine),58.430278,23.753702
Virtsu postiautomaat (ainult ettemakstud pakkide väljastamine),58.572393,23.514918
Vilde postipunkt,59.402265,24.686509
